Startup,LinkedIn,Website,Raised to Date,Date of latest funding,Query,URL
SupplyShift,https://www.linkedin.com/in/jamesbarsimantov,https://en.wikipedia.org/wiki/Supply_chain_collaboration,Seed,"Dec 2, 2021",,
Thimble,https://www.linkedin.com/in/jaybregman,https://www.thimble.com/,,"Dec 2, 2021",,
ChartIQ,https://www.linkedin.com/in/danschleifer,https://interop.io/,https://www.crunchbase.com/organization/chartiq/signals_and_news,,,
Aurora Insight,https://www.linkedin.com/in/jennifer-l-alvarez,https://www.newspace.im/constellations/aurora-insight,Seed,"Feb 23, 2022",,
Verikai,https://www.linkedin.com/in/brett-coffin-0963a238,https://www.verikai.com/,Seed,"Jul 8, 2020",,
Even Financial,https://www.linkedin.com/in/phrosen,https://bankautomationnews.com/allposts/retail/even-financial-raises-25m-to-help-banks-automate-customer-acquisition/,Series a,"Jun 29, 2023",,
xtraCHEF,https://www.linkedin.com/in/andy-schwartz-233b359,https://xtrachef.com/,Seed,"May 30, 2019",,
Descartes Labs,https://www.linkedin.com/in/mike-warren-3a0439b1,"https://descarteslabs.com/products/analytics-platform#:~:text=The%20Descartes%20Labs%20Platform%20unifies,of%2C%20petabytes%20of%20geospatial%20data.",Seed,"Oct 11, 2019",,
Estimize,https://www.linkedin.com/in/leighdrogen,"https://www.estimize.com/#:~:text=The%20Most%20Accurate%20Earnings%20Estimates,simply%20pay%20now%20to%20subscribe.",Seed,"Jul 1, 2016",,
Ticker Tags,https://www.linkedin.com/in/jayhallberg,https://firstmonday.org/ojs/index.php/fm/article/view/4110/3357,,"Jul 1, 2016",,
Trigger Finance,https://www.linkedin.com/in/ilan-bernstein-b0580b35,https://www.financemagnates.com/forex/technology/trigger-finance-tradeit-supporting-fx-trading-triggers-mobile-app/,https://www.crunchbase.com/organization/capitalise,,,
API Fortress,https://www.linkedin.com/in/patrickrpoulin,https://www.facebook.com/apifortress/,https://www.crunchbase.com/organization/api-fortress,,,
LoanHero,https://www.linkedin.com/in/loan-hero-377a9253,https://medium.com/@slavasolodkiy_67243/7-fintech-startups-for-offline-and-online-pos-lending-f6dbc6058e94,,,,
ClearFactr,,https://www.clearfactr.com/,https://www.crunchbase.com/organization/clearfactr,,,
Rabot,https://in.linkedin.com/in/rahulbothra90,"https://rabot.us/#:~:text=Rabot's%20Vision%20AI%20platform%20uses,you%20improve%20your%20packing%20performance.&text=Capture%20an%20indisputable%20trail%20of,real%20facts%20from%20the%20floor.",Seed,"Aug 15, 2024",,
